Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
October;10/29/2019;1:46 PM;"Wisconsin: Brown County, Manitowoc County, Calumet County, Winnebago County, Kewaunee County, Door County, Oconto County, Marinette County, Forest County, Langlade County, Oneida County, Vilas County, Lincoln County, Oneida County, Portage County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/30/2019;6:32 AM;"California: Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Kern County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Distribution Interruption;114402
October;10/31/2019;10:00 PM;Pennsylvania:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Distribution Interruption;53943
November;11/01/19;11:45 PM;"New York: Broome County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
November;11/01/19;11:45 PM;"New York: Monroe County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
November;11/01/19;1:00 AM;New York:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;8000
November;11/01/19;1:15 AM;Connecticut: Maine: Massachusetts: Rhode Island: New Hampshire: Vermont:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;80066
November;11/01/19;2:41 AM;"New York: Broome County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;66325
November;11/03/19;10:17 PM;"Minnesota: Sherburne County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
November;11/05/19;8:56 AM;"Florida: Duval County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
November;11/05/19;8:30 AM;Indiana:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
November;11/05/19;3:40 PM;"Idaho: Elmore County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;131
November;11/08/19;5:50 AM;Utah: California: Oregon: Wyoming:;Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;System Operations;Unknown
November;11/16/2019;4:11 PM;"Oregon: Lane County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
November;11/16/2019;6:00 AM;"Texas: New York: Dutchess County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
November;11/20/2019;9:49 AM;"California: Colusa County, Lake County, Mendocino County, Napa County, Solano County, Sonoma County, Yolo County, Shasta County, Tehama County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;54000
November;11/20/2019;4:55 PM;"California: Imperial County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
November;11/22/2019;12:00 AM;"New York: Broome County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
November;11/22/2019;12:00 AM;"New York: Monroe County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
November;11/26/2019;6:07 PM;California:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;93000
November;11/27/2019;2:44 AM;"California: Santa Clara County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;2
November;11/27/2019;12:00 PM;"Michigan: Tuscola County, Sanilac County, Huron County, St. Clair County, Macomb County, Oakland County, Wayne County, Livingston County, Washtenaw County, Monroe County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;107000
November;11/29/2019;12:00 AM;"Texas: Dawson County;";Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.;Actual Physical Attack;0
December;12/03/19;7:16 PM;"Alabama: Covington County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
December;12/03/19;6:55 AM;"California: Fresno County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;Unknown
December;12/05/19;4:48 PM;Ohio: Kentucky:;Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
December;12/05/19;12:00 AM;"Washington: Chelan County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;Unknown
December;12/07/19;6:10 AM;"Oklahoma: Stephens County;";Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.;Actual Physical Attack;400
December;12/08/19;1:40 PM;"Texas: Dallas County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
December;12/11/19;8:53 PM;"Oklahoma: Stephens County;";Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.;Actual Physical Attack;392
December;12/11/19;1:27 PM;"North Dakota: Burleigh County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;1
December;12/11/19;1:22 PM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
December;12/16/2019;11:55 PM;Texas:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
December;12/18/2019;2:30 PM;"Texas: Nueces County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
December;12/19/2019;2:58 AM;Nebraska:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
December;12/24/2019;3:30 PM;Illinois:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
December;12/31/2019;12:00 PM;Washington:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
December;12/31/2019;11:03 AM;"Texas: Nueces County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;Transmission Interruption;0
January;01/09/20;11:07 PM;"Arkansas: Yell County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;0
January;01/09/20;8:45 PM;"Washington: King County;";Cyber event that could potentially impact electric power system adequacy or reliability.;Suspicious Activity;0
January;01/09/20;7:40 AM;Minnesota: North Dakota: Wisconsin:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
January;01/09/20;11:07 PM;Arkansas:;Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.;System Operations;Unknown
January;01/10/20;2:53 PM;"Tennessee: Hamilton County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;Unknown
